"ID","CategoryID","SkillCostsID","DisplayName_Lang_enUS","DisplayName_Lang_enGB","DisplayName_Lang_koKR","DisplayName_Lang_frFR","DisplayName_Lang_deDE","DisplayName_Lang_enCN","DisplayName_Lang_zhCN","DisplayName_Lang_enTW","DisplayName_Lang_zhTW","DisplayName_Lang_esES","DisplayName_Lang_esMX","DisplayName_Lang_ruRU","DisplayName_Lang_ptPT","DisplayName_Lang_ptBR","DisplayName_Lang_itIT","DisplayName_Lang_Unk","DisplayName_Lang_Mask","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask","SpellIconID","AlternateVerb_Lang_enUS","AlternateVerb_Lang_enGB","AlternateVerb_Lang_koKR","AlternateVerb_Lang_frFR","AlternateVerb_Lang_deDE","AlternateVerb_Lang_enCN","AlternateVerb_Lang_zhCN","AlternateVerb_Lang_enTW","AlternateVerb_Lang_zhTW","AlternateVerb_Lang_esES","AlternateVerb_Lang_esMX","AlternateVerb_Lang_ruRU","AlternateVerb_Lang_ptPT","AlternateVerb_Lang_ptBR","AlternateVerb_Lang_itIT","AlternateVerb_Lang_Unk","AlternateVerb_Lang_Mask","CanLink"
"185","9","0","Cooking","요리","Cuisine","Kochkunst","烹饪","","Cocina","Cocina","Кулинария","","","","","","","","16712190","Higher cooking skill allows you to learn higher level cooking recipes.  Recipes can be found on trainers around the world as well as from quests and as drops from monsters.","요리 숙련도가 올라갈수록 고레벨의 요리 조리법을 배울 수 있습니다. 조리법은 전문 요리사나 퀘스트를 통해 배우거나 몬스터에게서 얻을 수 있습니다.","Un plus haut score dans la compétence cuisine vous permet d’apprendre des recettes plus difficiles. Les recettes de cuisine se trouvent dans le monde entier auprès de maîtres aussi bien qu’en récompense de quêtes ou qu’en butin de monstres.","Eine hohe Kochfertigkeit ermög","高级的烹饪技能使你可以学习高级的菜谱。你可以在训练师那里学习","","Con un nivel alto de habilidad en cocina, aprenderás recetas de nivel superior. Visita a los instructores dispersos por el mundo, completa misiones y derrota a los monstruos para conseguirlas.","Con un nivel alto de habilidad en cocina, aprenderás recetas de nivel superior. Visita a los instructores dispersos por el mundo, completa misiones y derrota a los monstruos para conseguirlas.","Чем лучше развит этот навык, тем более сложные кулинарные рецепты вы можете использовать. Рецепты можно найти у учителей, а также получить в качестве добычи или награды.","","","","","","","","16712190","1467","","","","","","","","","","","","","","","","","16712172","1"
"186","11","0","Mining","채광","Minage","Bergbau","采矿","","Minería","Minería","Горное дело","","","","","","","","16712190","Higher mining skill allows you to harvest more difficult minerals nodes around the world.  If you cannot harvest a specific mineral, then increase your skill by mining easier to mine minerals in lower level areas.","채광 숙련도가 올라갈수록 좀더 희귀한 광석을 채집할 수 있습니다. 특정한 광맥을 채광할 수 없다면 그 전 단계의 쉬운 광맥을 채광하여 숙련도를 올리십시오.","Une compétence plus élevée en minage vous permet de récolter des minerais plus difficiles. Si vous ne pouvez pas récolter un minerai donné, augmentez votre score en récoltant des minerais plus accessibles dans des zones de niveau inférieur.","Eine hohe Bergbaufertigkeit er","高级的采矿技能使你可以采集高级的矿石。如果你不能采集某种矿石","","Con un alto nivel de habilidad en minería, podrás obtener minerales de vetas más complejas. Si no puedes obtener un mineral específico, intenta subir tu nivel de habilidad primero en zonas más fáciles.","Con un alto nivel de habilidad en minería, podrás obtener minerales de vetas más complejas. Si no puedes obtener un mineral específico, intenta subir tu nivel de habilidad primero en zonas más fáciles.","Чем лучше развит этот навык, тем более сложные залежи вы можете разрабатывать. Если вам не удается добыть какой-либо минерал, потренируйтесь на простых месторождениях, доступных в областях более низкого уровня.","","","","","","","","16712190","2418","","","","","","","","","","","","","","","","","16712172","0"
"188","7","0","Pet - Imp","소환수 - 임프","Familier - diablotin","Tier - Wichtel","宠物 - 小鬼","","Mascota: diablillo","Mascota: diablillo","Питомец: бес","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"189","7","0","Pet - Felhunter","소환수 - 지옥사냥개","Familier - chasseur corrompu","Tier - Teufelsjäger","宠物 - 地狱猎犬","","Mascota: manáfago","Mascota: manáfago","Прислужник: охотник Скверны","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"197","11","0","Tailoring","재봉술","Couture","Schneiderei","裁缝","","Sastrería","Sastrería","Портняжное дело","","","","","","","","16712190","Higher tailoring skill allows you to learn higher level tailoring patterns.  Tailoring patterns can be found on trainers around the world as well as from quests and monsters.","재봉술 숙련도가 올라갈수록 고레벨의 재봉 도안을 배울 수 있습니다. 도안은 전문 재봉사나 퀘스트를 통해 배우거나 몬스터에게서 얻을 수 있습니다.","Un plus haut score dans la compétence couture vous permet d’apprendre des patrons plus difficiles. Les patrons de couture se trouvent dans le monde entier auprès de maîtres aussi bien qu’en récompense de quêtes ou qu’en butin de monstres.","Eine hohe Schneiderfertigkeit ","高级的裁缝技能使你可以学习高级的裁缝图样。你可以在训练师那里","","Con un nivel alto de habilidad en sastrería, podrás aprender patrones de nivel superior. Visita a los instructores dispersos por el mundo, completa misiones y derrota a los monstruos para conseguirlos.","Con un nivel alto de habilidad en sastrería, podrás aprender patrones de nivel superior. Visita a los instructores dispersos por el mundo, completa misiones y derrota a los monstruos para conseguirlos.","Чем лучше развит этот навык, тем более сложные выкройки для ткани вы можете использовать. Выкройки можно найти у учителей, а также получить в качестве добычи или награды.","","","","","","","","16712190","341","Embroider","자수","Broder","Besticken","刺绣","","Bordar","Bordar","Вышить","","","","","","","","16712190","1"
"202","11","0","Engineering","기계공학","Ingénierie","Ingenieurskunst","工程学","","Ingeniería","Ingeniería","Инженерное дело","","","","","","","","16712190","Higher engineering skill allows you to learn higher level engineering schematics.  Schematics can be found on trainers around the world as well as from quests and monsters.","기계공학 숙련도가 올라갈수록 고레벨의 기계공학 설계도를 배울 수 있습니다. 설계도는 전문 기술자나 퀘스트를 통해 배우거나 몬스터에게서 얻을 수 있습니다.","Un plus haut score dans la compétence ingénierie vous permet d’apprendre des schémas plus difficiles. Les schémas pour ingénieurs se trouvent dans le monde entier auprès de maîtres aussi bien qu’en récompense de quêtes ou qu’en butin de monstres.","Eine hohe Ingenieursfertigkeit","高级的工程学技能使你可以学习高级的工程学图纸。你可以在训练师","","Con un nivel alto de habilidad en ingeniería, podrás aprender esquemas de ingeniería de nivel superior. Visita a los instructores dispersos por el mundo, completa misiones y derrota a los monstruos para conseguirlos.","Con un nivel alto de habilidad en ingeniería, podrás aprender esquemas de ingeniería de nivel superior. Visita a los instructores dispersos por el mundo, completa misiones y derrota a los monstruos para conseguirlos.","Чем лучше развит этот навык, тем более сложные инженерные чертежи вы можете использовать. Чертежи можно найти у учителей, а также получить в качестве добычи или награды.","","","","","","","","16712190","333","Tinker","수선","Bricoler","Basteln","制造","","Componer","Componer","Усилить","","","","","","","","16712190","1"
"203","7","0","Pet - Spider","소환수 - 거미","Familier - araignée","Tier - Spinne","宠物 - 蜘蛛","","Mascota: araña","Mascota: araña","Питомец: паук","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"204","7","0","Pet - Voidwalker","소환수 - 보이드워커","Familier - marcheur du Vide","Tier - Leerwandler","宠物 - 虚空行者","","Mascota: abisario","Mascota: abisario","Прислужник: демон Бездны","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"205","7","0","Pet - Succubus","소환수 - 서큐버스","Familier - succube","Tier - Sukkubus","宠物 - 魅魔","","Mascota: súcubo","Mascota: súcubo","Прислужник: суккуб","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"206","7","0","Pet - Infernal","소환수 - 지옥불정령","Familier - infernal","Tier - Höllenbestie","宠物 - 地狱火","","Mascota: infernal","Mascota: infernal","Прислужник: огненный голем","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"207","7","0","Pet - Doomguard","소환수 - 파멸의 수호병","Familier - garde funeste","Tier - Verdammniswache","宠物 - 末日守卫","","Mascota: guardia apocalíptico","Mascota: guardia apocalíptico","Прислужник: Стражник Ужаса","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"208","7","0","Pet - Wolf","야수 - 늑대","Familier - loup","Tier - Wolf","宠物 - 狼","","Mascota: lobo","Mascota: lobo","Питомец: волк","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"209","7","0","Pet - Cat","야수 - 살쾡이","Familier - félin","Tier - Katze","宠物 - 豹","","Mascota: felino","Mascota: felino","Питомец: кошка","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"210","7","0","Pet - Bear","야수 - 곰","Familier - ours","Tier - Bär","宠物 - 熊","","Mascota: oso","Mascota: oso","Питомец: медведь","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"211","7","0","Pet - Boar","야수 - 멧돼지","Familier - sanglier","Tier - Eber","宠物 - 野猪","","Mascota: jabalí","Mascota: jabalí","Питомец: кабан","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"212","7","0","Pet - Crocolisk","야수 - 악어","Familier - crocilisque","Tier - Krokilisk","宠物 - 鳄鱼","","Mascota: crocolisco","Mascota: crocolisco","Питомец - кроколиск","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"213","7","0","Pet - Carrion Bird","야수 - 독수리","Familier - charognard","Tier - Aasvogel","宠物 - 食腐鸟","","Mascota: carroñero","Mascota: carroñero","Питомец: падальщик","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"214","7","0","Pet - Crab","야수 - 게","Familier - crabe","Tier - Krebs","宠物 - 螃蟹","","Mascota: cangrejo","Mascota: cangrejo","Питомец: краб","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"215","7","0","Pet - Gorilla","야수 - 고릴라","Familier - gorille","Tier - Gorilla","宠物 - 猩猩","","Mascota: gorila","Mascota: gorila","Питомец: горилла","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"217","7","0","Pet - Raptor","야수 - 랩터","Familier - raptor","Tier - Raptor","宠物 - 迅猛龙","","Mascota: raptor","Mascota: raptor","Питомец: ящер","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"218","7","0","Pet - Tallstrider","야수 - 타조","Familier - haut-trotteur","Tier - Weitschreiter","宠物 - 陆行鸟","","Mascota: zancudo","Mascota: zancudo","Питомец: долгоног","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"220","9","0","Racial - Undead","언데드 종족 특성","Racial - mort-vivant","Volk - Untote","亡灵种族特长","","Racial: no-muerto","Racial: no-muerto","Расовый навык нежити","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"226","6","0","Crossbows","석궁류","Arbalètes","Armbrüste","弩","","Ballestas","Ballestas","Арбалеты","","","","","","","","16712190","Higher weapon skill increases your chance to hit.","무기 숙련이 올라갈수록 적중률이 높아집니다.","Une compétence d’arme plus élévée augmente vos chances de toucher.","Eine erhöhte Waffenfertigkeit ","武器技能越高，用该武器击中敌人的几率就越高。","","Cuanto mayor sea tu nivel de habilidad con las armas, mayor será la probabilidad de acertar al dar un golpe.","Cuanto mayor sea tu nivel de habilidad con las armas, mayor será la probabilidad de acertar al dar un golpe.","Чем лучше развит этот навык, тем больше вероятность нанесения урона.","","","","","","","","16712190","1","","","","","","","","","","","","","","","","","16712172","0"
"228","6","0","Wands","마법봉류","Baguettes","Zauberstäbe","魔杖","","Varitas","Varitas","Жезлы","","","","","","","","16712190","Higher weapon skill increases your chance to hit.","무기 숙련이 올라갈수록 적중률이 높아집니다.","Une compétence d’arme plus élévée augmente vos chances de toucher.","Eine erhöhte Waffenfertigkeit ","武器技能越高，用该武器击中敌人的几率就越高。","","Cuanto mayor sea tu nivel de habilidad con las armas, mayor será la probabilidad de acertar al dar un golpe.","Cuanto mayor sea tu nivel de habilidad con las armas, mayor será la probabilidad de acertar al dar un golpe.","Чем лучше развит этот навык, тем больше вероятность нанесения урона.","","","","","","","","16712190","1","","","","","","","","","","","","","","","","","16712172","0"
"229","6","0","Polearms","장창류","Armes d'hast","Stangenwaffen","长柄武器","","Armas de asta","Armas de asta","Древковое оружие","","","","","","","","16712190","Higher weapon skill increases your chance to hit.","무기 숙련이 올라갈수록 적중률이 높아집니다.","Une compétence d’arme plus élévée augmente vos chances de toucher.","Eine erhöhte Waffenfertigkeit ","武器技能越高，用该武器击中敌人的几率就越高。","","Cuanto mayor sea tu nivel de habilidad con las armas, mayor será la probabilidad de acertar al dar un golpe.","Cuanto mayor sea tu nivel de habilidad con las armas, mayor será la probabilidad de acertar al dar un golpe.","Чем лучше развит этот навык, тем больше вероятность нанесения урона.","","","","","","","","16712190","1","","","","","","","","","","","","","","","","","16712172","0"
"236","7","0","Pet - Scorpid","야수 - 전갈","Familier - scorpide","Tier - Skorpid","宠物 - 蝎子","","Mascota: escórpido","Mascota: escórpido","Питомец: скорпид","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"237","7","0","Arcane","비전","Arcanes","Arkan","奥术","","Arcano","Arcano","Тайная магия","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","125","","","","","","","","","","","","","","","","","16712172","0"
"251","7","0","Pet - Turtle","야수 - 거북","Familier - tortue","Tier - Schildkröte","宠物 - 海龟","","Mascota: tortuga","Mascota: tortuga","Питомец: черепаха","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"253","7","0","Assassination","암살","Assassinat","Meucheln","刺杀","","Asesinato","Asesinato","Ликвидация","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","514","","","","","","","","","","","","","","","","","16712172","0"
"256","7","0","Fury","분노","Fureur","Furor","狂怒","","Furia","Furia","Неистовство","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","561","","","","","","","","","","","","","","","","","16712172","0"
"257","7","0","Protection","방어","Protection","Schutz","防护","","Protección","Protección","Защита","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","276","","","","","","","","","","","","","","","","","16712172","0"
"267","7","0","Protection","보호","Protection","Schutz","防护","","Protección","Protección","Защита","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","291","","","","","","","","","","","","","","","","","16712172","0"
"270","7","0","Pet - Generic Hunter","야수 - 사냥꾼 일반","Familier - générique chasseur","Tier - Jäger allgemein","宠物 - 猎人宠物","","Mascota: cazador genérico","Mascota: cazador genérico","Питомец: любой","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"293","8","0","Plate Mail","판금 갑옷","Armure en plaques","Plattenpanzer","板甲","","Malla de placas","Malla de placas","Латы","","","","","","","","16712190","Allows the wearing of plate armor.","판금 방어구를 입을 수 있습니다.","Permet de porter des armures de plaques.","Erlaubt das Tragen von Platten","使你可以穿板甲。","","Permite vestir armaduras de placas.","Permite vestir armaduras de placas.","Возможность носить латы.","","","","","","","","16712190","1","","","","","","","","","","","","","","","","","16712172","0"
"313","10","0","Language: Gnomish","언어: 노움어","Langue : gnome","Sprache: Gnomisch","语言：侏儒语","","Idioma: gnomótico","Idioma: gnomótico","Язык: гномский","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"315","10","0","Language: Troll","언어: 트롤어","Langue : troll","Sprache: Trollisch","语言：巨魔语","","Idioma: trol","Idioma: trol","Язык: наречие троллей","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"333","11","0","Enchanting","마법부여","Enchantement","Verzauberkunst","附魔","","Encantamiento","Encantamiento","Наложение чар","","","","","","","","16712190","Higher enchanting skill allows you to learn more powerful formulae.  Formulae can be found on trainers around the world as well as from quests and monsters.","마법부여 숙련도가 올라갈수록 더 강력한 주문식을 배울 수 있습니다. 주문식은 전문 마법부여사나 퀘스트를 통해 배우거나 몬스터에게서 얻을 수 있습니다.","Une compétence plus élevée en enchantement vous permet d'apprendre des formules plus puissantes. Ces formules peuvent être trouvées auprès de maîtres un peu partout dans le monde, sur des monstres ou en récompense de quêtes.","Eine hohe Verzauberungsfertigk","高级的附魔技能使你可以学习高级的附魔公式。你可以在训练师那里","","Con un alto nivel de habilidad en encantamiento, podrás aprender formulas mucho más poderosas. Visita a los instructores dispersos por el mundo, completa misiones y derrota a los monstruos para conseguirlas.","Con un alto nivel de habilidad en encantamiento, podrás aprender formulas mucho más poderosas. Visita a los instructores dispersos por el mundo, completa misiones y derrota a los monstruos para conseguirlas.","Чем лучше развит этот навык, тем более сложные формулы вы можете использовать. Формулы можно найти у учителей, а также получить в качестве добычи или награды.","","","","","","","","16712190","578","Enchant","마법부여","Enchanter","Verzaubern","附魔","","Encantar","Encantar","Зачаровать","","","","","","","","16712190","1"
"354","7","0","Demonology","악마","Démonologie","Dämonologie","恶魔学识","","Demonología","Demonología","Демонология","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","90","","","","","","","","","","","","","","","","","16712172","0"
"355","7","0","Affliction","고통","Affliction","Gebrechen","痛苦","","Aflicción","Aflicción","Колдовство","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","88","","","","","","","","","","","","","","","","","16712172","0"
"356","9","0","Fishing","낚시","Pêche","Angeln","钓鱼","","Pesca","Pesca","Рыбная ловля","","","","","","","","16712190","Higher fishing skill increases your chance of catching fish in bodies of water around the world.  If you are having trouble catching fish in a given area, move to a lower level area or purchase a fishing lure and try again.","낚시 숙련도가 올라갈수록 물고기를 낚을 확률이 증가합니다. 만약 해당 지역에서 물고기를 낚을 수 없다면 좀 더 낮은 레벨의 장소로 이동하거나 미끼를 사용해 보십시오.","Un plus haut score dans la compétence pêche augmente vos chances d'attraper des poissons dans le monde. Si vous n'arrivez pas à pêcher dans une zone spécifique, allez dans des zones de plus bas niveau ou utilisez des appâts.","Eine hohe Angelfertigkeit stei","高级的钓鱼技能使你可以钓到高级的鱼。如果你在某个区域钓不到鱼","","Con un nivel alto de habilidad en pesca aumentará la probabilidad de que pesques algo en las aguas del mundo. Si te cuesta mucho pescar, ve a pescar a otra área de nivel inferior o compra un cebo.","Con un nivel alto de habilidad en pesca aumentará la probabilidad de que pesques algo en las aguas del mundo. Si te cuesta mucho pescar, ve a pescar a otra área de nivel inferior o compra un cebo.","Чем лучше развит этот навык, тем больше вероятность поимки рыбы в любом из водоемов. Если вам не везет на рыбалке, перейдите в область более низкого уровня или купите приманку.","","","","","","","","16712190","580","","","","","","","","","","","","","","","","","16712172","0"
"373","7","0","Enhancement","고양","Amélioration","Verstärkung","增强","","Mejora","Mejora","Совершенствование","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","19","","","","","","","","","","","","","","","","","16712172","0"
"374","7","0","Restoration","복원","Restauration","Wiederherstellung","恢复","","Restauración","Restauración","Исцеление","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","13","","","","","","","","","","","","","","","","","16712172","0"
"375","7","0","Elemental Combat","정기","Combat élémentaire","Elementarkampf","元素战斗","","Combate elemental","Combate elemental","Стихии","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","62","","","","","","","","","","","","","","","","","16712172","0"
"393","11","0","Skinning","무두질","Dépeçage","Kürschnerei","剥皮","","Desollar","Desollar","Снятие шкур","","","","","","","","16712190","Higher skinning skill allows you to skin hides from higher level monsters around the world.    Once your skill is above 100, you can divide your skill by 5 to determine the highest level of monster you can skin.","무두질 숙련도가 올라갈수록 고레벨의 몬스터의 가죽을 채집할 수 있습니다. 숙련도가 100 이상이 되면 숙련도를 5로 나눈 숫자가 가죽 채집이 가능한 몬스터의 최고 레벨입니다.","Une compétence en dépeçage plus élevée vous permet de récolter les peaux de monstres plus puissants. Une fois que votre compétence dépasse 100, vous pouvez la diviser par 5 pour connaître le niveau maximum des monstres que vous pouvez dépecer.","Eine hohe Kürschnerfertigkeit ","高级的剥皮技能使你可以从高级怪物身上剥取毛皮。如果你的剥皮技","","Con un nivel alto de habilidad en desollar podrás despellejar monstruos de nivel superior. Cuando tu habilidad sea superior a 100, podrás dividirla entre 5 para determinar hasta qué nivel puedes despellejar.","Con un nivel alto de habilidad en desollar podrás despellejar monstruos de nivel superior. Cuando tu habilidad sea superior a 100, podrás dividirla entre 5 para determinar hasta qué nivel puedes despellejar.","Чем лучше развит этот навык, тем выше уровень монстров, с которых вы можете снимать шкуры. Если значение навыка больше 100, разделите его на 5 – и вы узнаете максимальный уровень монстра, снять шкуру которого вам по силам.","","","","","","","","16712190","1","","","","","","","","","","","","","","","","","16712172","0"
"413","8","0","Mail","사슬","Mailles","Schwere Rüstung","锁甲","","Malla","Malla","Кольчужные доспехи","","","","","","","","16712190","Allows the wearing of mail armor.","사슬 방어구를 입을 수 있습니다.","Permet de porter des armures de mailles.","Erlaubt das Tragen von schwere","使你可以穿锁甲。","","Permite vestir armaduras de malla.","Permite vestir armaduras de malla.","Возможность носить кольчугу.","","","","","","","","16712190","1","","","","","","","","","","","","","","","","","16712172","0"
"414","8","0","Leather","가죽","Cuir","Leder","皮甲","","Cuero","Cuero","Кожаные доспехи","","","","","","","","16712190","Allows the wearing of leather armor.","가죽 방어구를 입을 수 있습니다.","Permet de porter des armures en cuir.","Erlaubt das Tragen von Lederrü","使你可以穿皮甲。","","Permite vestir armaduras de cuero.","Permite vestir armaduras de cuero.","Возможность носить кожаные доспехи.","","","","","","","","16712190","1","","","","","","","","","","","","","","","","","16712172","0"
"415","8","0","Cloth","천","Tissu","Stoff","布甲","","Tela","Tela","Тканевые доспехи","","","","","","","","16712190","Allows the wearing of cloth armor.","천 방어구를 입을 수 있습니다.","Permet de porter des armures en tissu.","Erlaubt das Tragen von Stoffrü","使你可以穿布甲。","","Permite vestir armaduras de tela.","Permite vestir armaduras de tela.","Возможность носить тканевые доспехи.","","","","","","","","16712190","1","","","","","","","","","","","","","","","","","16712172","0"
"433","8","0","Shield","방패","Bouclier","Schild","盾牌","","Escudo","Escudo","Щит","","","","","","","","16712190","Allows the use of shields.","방패를 사용할 수 있습니다.","Permet d’utiliser des boucliers.","Erlaubt Euch die Benutzung von","学会使用盾牌。","","Permite el uso de escudos.","Permite el uso de escudos.","Возможность носить щит.","","","","","","","","16712190","1","","","","","","","","","","","","","","","","","16712172","0"
"473","6","0","Fist Weapons","장착 무기류","Armes de pugilat","Faustwaffen","拳套","","Armas de puño","Armas de puño","Кистевое оружие","","","","","","","","16712190","Allows for the use of fist weapons.  Chance to hit is determined by the Unarmed skill.","장착 무기를 사용할 수 있습니다. 맨손 전투 숙련도가 올라갈수록 적중률이 높아집니다.","Permet l'utilisation des armes de pugilat. Les chances de toucher sont déterminées par la compétence Mains nues.","Ermöglicht Euch die Verwendung","学会使用拳套作战。击中敌人的几率取决于徒手战斗能力的熟练程度","","Permite el uso de armas de puño. La probabilidad de acertar al dar un golpe viene determinada por tu habilidad sin armas.","Permite el uso de armas de puño. La probabilidad de acertar al dar un golpe viene determinada por tu habilidad sin armas.","Возможность применять кастеты, когти и другое кистевое оружие. Шанс нанести урон зависит от навыка """"Рукопашный бой"""".","","","","","","","","16712190","1","","","","","","","","","","","","","","","","","16712172","0"
"533","9","0","Raptor Riding","랩터 타기","Monte de raptor","Raptorreiten","骑术：迅猛龙","","Montar raptor","Montar raptor","Езда на рапторах","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"553","9","0","Mechanostrider Piloting","기계타조 조종","Pilotage de mécanotrotteur","Roboschreiterlenken","骑术：机械陆行鸟","","Montar mecazancudos","Montar mecazancudos","Вождение механострауса","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"554","9","0","Undead Horsemanship","언데드 승마술","Monte de cheval squelette","Untoten-Reitkunst","骑术：骸骨战马","","Equitación para no-muertos","Equitación para no-muertos","Верховая езда нежити","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"573","7","0","Restoration","회복","Restauration","Wiederherstellung","恢复","","Restauración","Restauración","Исцеление","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","962","","","","","","","","","","","","","","","","","16712172","0"
"574","7","0","Balance","조화","Equilibre","Gleichgewicht","平衡","","Equilibrio","Equilibrio","Баланс","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","225","","","","","","","","","","","","","","","","","16712172","0"
"593","7","0","Destruction","파괴","Destruction","Zerstörung","毁灭","","Destrucción","Destrucción","Разрушение","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","547","","","","","","","","","","","","","","","","","16712172","0"
"594","7","0","Holy","신성","Sacré","Heilig","神圣","","Sagrado","Sagrado","Свет","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","70","","","","","","","","","","","","","","","","","16712172","0"
"613","7","0","Discipline","수양","Discipline","Disziplin","戒律","","Disciplina","Disciplina","Послушание","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","685","","","","","","","","","","","","","","","","","16712172","0"
"633","7","0","Lockpicking","자물쇠 따기","Crochetage","Schlossknacken","开锁","","Ganzúa","Ganzúa","Взлом","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"653","7","0","Pet - Bat","야수 - 박쥐","Familier - chauve-souris","Tier - Fledermaus","宠物 - 蝙蝠","","Mascota: murciélago","Mascota: murciélago","Питомец: летучая мышь","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"654","7","0","Pet - Hyena","야수 - 하이에나","Familier - hyène","Tier - Hyäne","宠物 - 土狼","","Mascota: hiena","Mascota: hiena","Питомец: гиена","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"655","7","0","Pet - Bird of Prey","야수 - 맹금","Familier - oiseau de proie","Tier - Raubvogel","宠物 - 猛禽","","Mascota: ave rapaz","Mascota: ave rapaz","Питомец - сова","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"656","7","0","Pet - Wind Serpent","야수 - 천둥매","Familier - serpent des vents","Tier - Windnatter","宠物 - 风蛇","","Mascota: serpiente alada","Mascota: serpiente alada","Питомец: крылатый змей","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
