"ID","Achievement_Id","Type","Asset_Id","Quantity","Start_Event","Start_Asset","Fail_Event","Fail_Asset","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask","Flags","Timer_Start_Event","Timer_Asset_Id","Timer_Time","Ui_Order"
"6984","1837","42","34484","1","0","0","0","0","Old Ironjaw","늙은 무쇠턱","Vieux gueule-de-fer","Alter Eisenkiefer","老铁腭","老鐵顎","El viejo Quijahierro","El viejo Quijahierro","Старый Сталезуб","","","","","","","","16712190","2","0","0","0","1"
"7020","203","70","0","2","3","489","3","489","Kill 2 flag carriers before they leave the Silverwing Flag Room","깃발 운반자가 은빛날개 깃발 보관실에서 나가기 전에 처치 2회","Tuer 2 porteurs de drapeau avant qu'ils ne quittent la salle du drapeau des Ailes-d'argent","Tötet 2 Flaggenträger, bevor sie den Flaggenraum der Silberschwingen verlassen","在敌方的夺旗者走出银翼军旗室之前将其杀死，总计2次","在2位旗幟持有者離開銀翼旗幟房間前擊殺他們","Mata a 2 portadores de la bandera antes de que abandonen la Sala de la Bandera Ala de Plata","Mata a 2 portadores de la bandera antes de que abandonen la Sala de la Bandera Ala de Plata","Убить 2 персонажей, пытающихся вынести флаг из вашей комнаты в Ущелье Песни Войны, прежде, чем они ее покинут.","","","","","","","","16712190","9","0","0","0","1"
"7021","1251","70","0","2","3","489","3","489","Kill 2 flag carriers before they leave the Warsong Flag Room","깃발 운반자가 전쟁노래 깃발 보관실에서 나가기 전에 처치 2회","Tuer 2 porteurs de drapeau avant qu'ils ne quittent la salle du drapeau des Chanteguerres","Tötet 2 Flaggenträger, bevor sie den Kriegshymnenflaggenraum verlassen","在敌方的夺旗者走出战歌军旗室之前将其杀死，总计2次","在2位旗幟持有者離開戰歌旗幟房間前擊殺他們","Mata a 2 portadores de la bandera antes de que abandonen la Sala de la Bandera Grito de Guerra","Mata a 2 portadores de la bandera antes de que abandonen la Sala de la Bandera Grito de Guerra","Убить 2 персонажей, пытающихся вынести флаг из вашей комнаты в Ущелье Песни Войны, прежде, чем они ее покинут.","","","","","","","","16712190","9","0","0","0","1"
"7032","347","41","27667","0","0","0","0","0","Spicy Crawdad","매운 가재","Ecrevisse épicée","Würziger Flusskrebs","香辣小龙虾","香辣喇蛄","Cigala picante","Cigala picante","Рак с пряностями","","","","","","","","16712190","2","0","0","0","1"
"7126","1856","0","16028","1","0","0","0","0","Patchwerk","패치워크","Le Recousu","Flickwerk","帕奇维克","縫補者","Remendejo","Remendejo","Лоскутик","","","","","","","","16712190","10","1","10286","180","1"
"7127","1857","0","16028","1","0","0","0","0","Patchwerk","패치워크","Le Recousu","Flickwerk","帕奇维克","縫補者","Remendejo","Remendejo","Лоскутик","","","","","","","","16712190","10","1","10286","180","1"
"7128","1858","0","15952","1","0","0","0","0","Kill Maexxna within 20 minutes of Anub'Rekhan's death.","아눕레칸이 죽은 후 20분 안에 맥스나 처치","Tuer Maexxna dans les 20 minutes qui suivent la mort d'Anub'Rekhan","Tötet Maexxna innerhalb von 20 Minuten nach dem Tod Anub'Rekhans.","在杀死阿努布雷坎之后的20分钟内杀死迈克斯纳。","在阿努比瑞克漢死亡20分鐘內擊殺梅克絲娜。","Mata a Maexxna antes de que pasen 20 minutos de la muerte de Anub'Rekhan","Mata a Maexxna antes de que pasen 20 minutos de la muerte de Anub'Rekhan","Убить Мексну за 20 минут после смерти Ануб'Рекана","","","","","","","","16712190","10","1","9891","1200","1"
"7129","1859","0","15952","1","0","0","0","0","Kill Maexxna within 20 minutes of Anub'Rekhan's death.","아눕레칸이 죽은 후 20분 안에 맥스나 처치","Tuer Maexxna dans les 20 minutes qui suivent la mort d'Anub'Rekhan","Tötet Maexxna innerhalb von 20 Minuten nach dem Tod Anub'Rekhans.","在杀死阿努布雷坎之后的20分钟内杀死迈克斯纳。","在阿努比瑞克漢死亡20分鐘內擊殺梅克絲娜。","Mata a Maexxna antes de que pasen 20 minutos de la muerte de Anub'Rekhan","Mata a Maexxna antes de que pasen 20 minutos de la muerte de Anub'Rekhan","Убить Мексну за 20 минут после смерти Ануб'Рекана","","","","","","","","16712190","10","1","9891","1200","1"
"7130","1860","0","29120","1","0","0","0","0","Kill Anub'arak in 4 minutes or less.","4분 안에 아눕아락 처치","Tuer Anub'arak en 4 minutes maximum","Tötet Anub'arak in höchstens 4 Minuten.","在4分钟内杀死阿努巴拉克。","在4分鐘內擊殺阿努巴拉克。","Mata a Anub'arak en menos de 4 minutos","Mata a Anub'arak en menos de 4 minutos","Убить Ануб'арак за 4 минуты или меньше","","","","","","","","16712190","10","1","20381","240","1"
"7133","1862","0","29311","1","0","0","0","0","Kill Herald Volazj on Heroic Difficulty in 2 minutes or less.","2분 안에 사자 볼라즈 처치 (영웅)","Tuer le héraut Volazj en 2 minutes maximum en mode héroïque","Tötet Herold Volazj auf dem Schwierigkeitsgrad 'Heroisch' in höchstens 2 Minuten.","在2分钟内杀死传令官沃拉兹（英雄难度）。","在2分鐘內擊敗英雄模式中的信使沃菈齊。","Mata al heraldo Volazj en dificultad heroica en menos de 2 minutos","Mata al heraldo Volazj en dificultad heroica en menos de 2 minutos","Убить глашатая Волажа в героическом режиме за 2 минуты или меньше.","","","","","","","","16712190","10","1","20382","120","1"
"7136","1864","0","29306","1","0","0","0","0","Kill Gal'darah while under the effects of Eck Residue.","엑크 잔류물 효과를 받고 있는 상태에서 갈다라 처치","Tuer Gal'darah en étant sous l'effet du résidu d'Eck","Tötet Gal'darah unter dem Einfluss von Eckrückständen.","在受到野性残渣效果影响的状态下，击败迦尔达拉。","在埃克殘渣的效果下擊殺蓋爾達拉。","Mata a Gal'darah mientras sufres el efecto de Residuo de Eck","Mata a Gal'darah mientras sufres el efecto de Residuo de Eck","Убить Гал'дара, находясь под воздействием Остатка Эка.","","","","","","","","16712190","2","0","0","0","1"
"7137","1865","0","29266","1","0","0","0","0","Xevozz","제보즈","Xevozz","Xevozz","谢沃兹","基沃滋","Xevozz","Xevozz","Ксевозз","","","","","","","","16712190","0","0","0","0","1"
"7143","1866","0","27975","1","0","0","0","0","Kill the Maiden of Grief in 1 minute or less.","1분 안에 고뇌의 마녀 처치","Tuer la Damoiselle de peine en 1 minute maximum","Tötet die Maid der Trauer in höchstens 1 Minute.","在1分钟内杀死悲伤圣女。","在1分鐘內擊殺悲嘆少女。","Mata a la Doncella de Pena en menos de 1 minuto","Mata a la Doncella de Pena en menos de 1 minuto","Убить Деву Скорби быстрее, чем за 1 минуту.","","","","","","","","16712190","10","1","20383","60","1"
"7144","1867","0","28923","1","0","0","0","0","Kill Loken on Heroic Difficulty in 2 minutes or less.","2분 안에 로켄 처치 (영웅)","Tuer Loken en 2 minutes maximum en mode héroïque","Tötet Loken auf dem Schwierigkeitsgrad 'Heroisch' in höchstens 2 Minuten.","在2分钟内击败洛肯（英雄难度）。","在2分鐘內擊殺英雄模式中的洛肯。","Derrota a Loken en dificultad heroica en menos de 2 minutos","Derrota a Loken en dificultad heroica en menos de 2 minutos","Убить Локена в героическом режиме за 2 минуты или меньше.","","","","","","","","16712190","10","1","20384","120","1"
"7145","1868","0","27656","1","0","0","0","0","Kill Ley-Guardian Eregos within 20 minutes of Drakos the Interrogator's death.","심문관 드라코스가 죽은 후 20분 안에 지맥 수호자 에레고스 처치","Tuer le gardien-tellurique Eregos dans les 20 minutes qui suivent la mort de Drakos l'interrogateur","Tötet Leywächter Eregos innerhalb von 20 Minuten nach dem Tod Drakos' des Befragers.","在杀死审讯者达库斯之后的20分钟内，击败魔网守护者埃雷苟斯。","在『審問者』德拉高斯死亡後20分鐘內擊敗地脈守護者伊瑞茍斯。","Mata al Guardián-Ley Eregos en dificultad heroica en menos de 20 minutos después de la muerte de Drakos el Interrogador","Mata al Guardián-Ley Eregos en dificultad heroica en menos de 20 minutos después de la muerte de Drakos el Interrogador","Убить хранителя энергии Эрегоса в течение 20 минут после смерти Дракоса Дознавателя.","","","","","","","","16712190","10","1","18153","1200","1"
"7159","579","0","15956","1","0","0","0","0","Anub'Rekhan","아눕레칸","Anub'Rekhan","Anub'Rekhan","阿努布雷坎","阿努比瑞克漢","Anub'Rekhan","Anub'Rekhan","Ануб'Рекан","","","","","","","","16712190","0","0","0","0","1"
"7174","1869","0","28859","1","0","0","0","0","Defeat Malygos with fewer than 9","9명 미만의 인원으로 말리고스 처치","Vaincre Malygos à 8 maximum","Bezwingt Malygos mit weniger als 9","以少于9人的阵容击败玛里苟斯。","在不到9人的狀況下擊敗瑪里苟斯","Derrota a Malygos con menos de 9 personas","Derrota a Malygos con menos de 9 personas","Победить Малигоса в группе из менее чем 9 игроков","","","","","","","","16712190","2","0","0","0","1"
"7175","1870","0","28859","1","0","0","0","0","Defeat Malygos with fewer than 21","21명 미만의 인원으로 말리고스 처치","Vaincre Malygos à 20 maximum","Bezwingt Malygos mit weniger als 21","以少于21人的阵容击败玛里苟斯。","在不到21人的狀況下擊敗瑪里苟斯","Derrota a Malygos con menos de 21 personas","Derrota a Malygos con menos de 21 personas","Победить Малигоса в группе из менее чем 21 игрока","","","","","","","","16712190","2","0","0","0","1"
"7177","1871","0","27656","1","0","0","0","0","Amber Drake","호박색 비룡","Drake ambre","Bernsteindrache","琥珀幼龙","琥珀龍","Draco ámbar","Draco ámbar","Янтарный дракон","","","","","","","","16712190","0","0","0","0","1"
"7180","1872","0","27737","100","0","0","0","0","Kill 100 Risen Zombies in 1 minute","1분 안에 되살아난 좀비 100마리 처치","Tuer 100 zombies ressuscités en 1 minute","Tötet 100 auferstandene Zombies in 1 Minute","1分钟内杀死100个复活的僵尸","在1分鐘內擊殺100隻復活的殭屍","Mata a 100 zombis resucitados en 1 minuto","Mata a 100 zombis resucitados en 1 minuto","Убить 100 восставших зомби за 1 минуту.","","","","","","","","16712190","1","7","27737","60","1"
"7181","1873","0","26693","1","0","0","0","0","Kill Skadi the Ruthless on Heroic Difficulty within 3 minutes of starting the guantlet event","연속 교전 이벤트 시작 후 3분 안에 학살자 스카디 처치 (영웅)","Tuer Skadi le Brutal dans les 3 minutes qui suivent le début de l'épreuve en mode héroïque","Tötet Skadi den Skrupellosen auf dem Schwierigkeitsgrad 'Heroisch' innerhalb von 3 Minuten nach Beginn des Spießrutenlauf-Events","在通道事件触发后的3分钟内击败残忍的斯卡迪（英雄难度）。","在魚叉射擊開始3分鐘內擊殺英雄模式中的無情的斯卡迪。","Mata a Skadi el Despiadado en dificultad heroica en menos de 3 minutos una vez se genere el evento","Mata a Skadi el Despiadado en dificultad heroica en menos de 3 minutos una vez se genere el evento","Убить Скади Безжалостного в героическом режиме меньше, чем за 3 минуты после начала события.","","","","","","","","16712190","10","1","17726","180","1"
"7182","1874","0","28859","1","0","0","0","0","Malygos","말리고스","Malygos","Malygos","玛里苟斯","瑪里苟斯","Malygos","Malygos","Малигос","","","","","","","","16712190","10","1","20387","360","1"
"7183","1875","0","28859","1","0","0","0","0","Malygos","말리고스","Malygos","Malygos","玛里苟斯","瑪里苟斯","Malygos","Malygos","Малигос","","","","","","","","16712190","10","1","20387","360","1"
"7184","1876","0","28860","1","0","0","0","0","Sartharion the Onyx Guardian","칠흑의 수호자 살타리온","Sartharion le Gardien d'Onyx","Sartharion der Onyxwächter","黑岩守护者萨塔里奥","『黑曜守護者』撒爾薩里安","Sartharion el Guardián ónice","Sartharion el Guardián ónice","Сартарион, Ониксовый страж","","","","","","","","16712190","2","0","0","0","1"
"7185","1877","0","30449","1","0","0","0","0","Vesperon","베스페론","Vespéron","Vesperon","维斯匹隆","維斯佩朗","Vesperon","Vesperon","Весперон","","","","","","","","16712190","0","0","0","0","1"
"7189","624","0","30449","1","0","0","0","0","Vesperon","베스페론","Vespéron","Vesperon","维斯匹隆","維斯佩朗","Vesperon","Vesperon","Весперон","","","","","","","","16712190","0","0","0","0","1"
"7231","1919","0","23953","1","0","0","0","0","Defeat Prince Keleseth on Heroic Difficulty without shattering any Frost Tombs","서리 무덤을 흔들지 않고 공작 켈레세스 처치 (영웅)","Vaincre le prince Keleseth en mode héroïque sans briser de tombeaux de givre","Bezwingt Prinz Keleseth auf dem Schwierigkeitsgrad 'Heroisch', ohne dabei Frostgräber zu zerstören","在不击碎任何冰霜墓穴的情况下击败凯雷塞斯王子（英雄难度）。","擊敗英雄模式中的凱雷希斯親王，並且沒有擊碎任何一個冰霜之墓。","Derrota al Príncipe Keleseth en dificultad heroica sin romper ninguna tumba de Escarcha","Derrota al Príncipe Keleseth en dificultad heroica sin romper ninguna tumba de Escarcha","Победить Принца Келесета в героическом режиме, не потревожив ни одной Ледяной могилы","","","","","","","","16712190","2","0","0","0","1"
"7232","1936","36","32233","1","0","0","0","0","Wolpertinger's Tankard","노루토끼 술잔","Pinte de wolpertinger","Wolpertingerhumpen","鹿角小飞兔的酒杯","鹿角兔的大酒杯","Pichel de wolpertinger","Pichel de wolpertinger","Кружка зайцелопа","","","","","","","","16712190","2","0","0","0","1"
"7236","1956","68","192708","1","0","0","0","0","The Schools of Arcane Magic - Introduction","비전 마법의 갈래 - 소개편","Les écoles de magie des arcanes - Introduction","Die Schulen der arkanen Magie - Einleitung","奥术魔法的学派 - 介绍","秘法系別 - 入門","Las Escuelas de la Magia Arcana: Introducción","Las Escuelas de la Magia Arcana: Introducción","Школы тайной магии – Введение","","","","","","","","16712190","0","0","0","0","1"
"7244","1957","36","43641","1","0","0","0","0","Anduin Wrynn's Gold Coin","안두인 린의 금화","Pièce d'or d'Anduin Wrynn","Anduin Wrynns Goldmünze","安度因·乌瑞恩的金币","安杜因·烏瑞恩的金幣","Moneda de oro de Anduin Wrynn","Moneda de oro de Anduin Wrynn","Золотая монета Андуина Ринна","","","","","","","","16712190","0","0","0","0","1"
"7260","1958","36","43698","1","0","0","0","0","Giant Sewer Rat","하수도 왕쥐","Rat d'égout géant","Riesige Kanalratte","巨型下水道老鼠","巨大下水道老鼠","Rata de cloaca gigante","Rata de cloaca gigante","Огромная крыса из канализации","","","","","","","","16712190","2","0","0","0","1"
"7262","1976","36","43016","0","0","0","0","0","Dalaran Cooking Awards gained","획득한 달라란 요리상","Prix de cuisine de Dalaran obtenus","Kochpreise von Dalaran erhalten","获得达拉然烹饪奖牌","獲得達拉然烹飪獎勵次數","Premio de cocina de Dalaran recibidos","Premio de cocina de Dalaran recibidos","Получено даларанских кулинарных наград","","","","","","","","16712190","0","0","0","0","1"
"7263","1977","36","41596","0","0","0","0","0","Dalaran Jewelcrafter's Tokens gained","획득한 달라란 보석세공사의 징표","Marques de joaillerie de Dalaran obtenus","Juwelierssymbole von Dalaran erhalten","获得达拉然珠宝匠硬币","獲得達拉然珠寶匠徽章數","Muestras de joyero de Dalaran recibidas","Muestras de joyero de Dalaran recibidas","Получено значков даларанского ювелира","","","","","","","","16712190","0","0","0","0","1"
"7264","1996","0","15936","1","0","0","0","0","Defeat Heigan the Unclean without anyone in the raid dying.","공격대원 전원 생존한 상태로 부정의 헤이건 처치","Vaincre Heigan l'Impur sans que personne meure","Bezwingt Heigan den Unreinen, ohne dass jemand aus dem Schlachtzug stirbt.","在团队中无一人死亡的情况下，击败肮脏的希尔盖。","團隊在無人死亡的情況下擊敗『不潔者』海根。","Derrota a Heigan el Impuro sin que muera nadie de tu banda","Derrota a Heigan el Impuro sin que muera nadie de tu banda","Убить Хейгана Нечестивого, не допустив ни одной смерти среди участников рейда.","","","","","","","","16712190","2","0","0","0","1"
"7265","1997","0","15953","1","0","0","0","0","Defeat Grand Widow Faerlina without dispelling or preventing frenzy.","귀부인 팰리나의 광기 상태를 사용하지 못하게 하거나 해제하지 않고 처치","Vaincre la grande veuve Faerlina sans dissiper ou empêcher la frénésie","Bezwingt Großwitwe Faerlina, ohne dabei Raserei zu bannen oder zu verhindern.","在不驱散或阻止狂乱状态的情况下，击败黑女巫法琳娜。","在沒有驅散或避免狂亂的情況下擊敗大寡婦費琳娜。","Derrota a la gran viuda Faerlina sin disipar o impedir frenesí","Derrota a la gran viuda Faerlina sin disipar o impedir frenesí","Убить Великую вдову Фарлину, не развеивая и не предотвращая """"бешенство"""".","","","","","","","","16712190","2","0","0","0","1"
"7266","1998","36","43016","1","0","0","0","0","Dalaran Cooking Award","달라란 요리상","Prix de cuisine de Dalaran","Kochpreis von Dalaran","达拉然烹饪奖牌","達拉然烹飪獎勵","Premio de cocina de Dalaran","Premio de cocina de Dalaran","Даларанская кулинарная награда","","","","","","","","16712190","2","0","0","0","1"
"7267","1999","36","43016","10","0","0","0","0","10 Dalaran Cooking Awards","달라란 요리상 10개","10 prix de cuisine de Dalaran","10 Kochpreise von Dalaran","10块达拉然烹饪奖牌","10個達拉然烹飪獎勵","10 Premios de cocina de Dalaran","10 Premios de cocina de Dalaran","10 даларанских кулинарных наград","","","","","","","","16712190","1","0","0","0","1"
"7268","2000","36","43016","25","0","0","0","0","25 Dalaran Cooking Awards","달라란 요리상 25개","25 prix de cuisine de Dalaran","25 Kochpreise von Dalaran","25块达拉然烹饪奖牌","25個達拉然烹飪獎勵","25 Premios de cocina de Dalaran","25 Premios de cocina de Dalaran","25 даларанских кулинарных наград","","","","","","","","16712190","1","0","0","0","1"
"7269","2001","36","43016","50","0","0","0","0","50 Dalaran Cooking Awards","달라란 요리상 50개","50 prix de cuisine de Dalaran","50 Kochpreise von Dalaran","50块达拉然烹饪奖牌","50個達拉然烹飪獎勵","50 Premios de cocina de Dalaran","50 Premios de cocina de Dalaran","50 даларанских кулинарных наград","","","","","","","","16712190","1","0","0","0","1"
"7270","2002","36","43016","100","0","0","0","0","100 Dalaran Cooking Awards","달라란 요리상 100개","100 prix de cuisine de Dalaran","100 Kochpreise von Dalaran","100块达拉然烹饪奖牌","100個達拉然烹飪獎勵","100 Premios de cocina de Dalaran","100 Premios de cocina de Dalaran","100 даларанских кулинарных наград","","","","","","","","16712190","1","0","0","0","1"
"7278","2016","27","12444","1","0","0","0","0","Blackriver Skirmish","검은강 쟁탈전","Escarmouches sur la rivière Noire","Gemetzel am Schwarzwasser","黑水伐木场的战斗","黑河前哨戰","Escaramuza en Río Negro","Escaramuza en Río Negro","Резня в Черноречье","","","","","","","","16712190","0","0","0","0","1"
"7287","2017","27","12170","1","0","0","0","0","Blackriver Brawl","검은강 전투","Baston sur la rivière Noire","Keilerei in Schwarzwasser","黑水伐木场的战斗","黑河爭奪戰","Pelea en Río Negro","Pelea en Río Negro","Схватка в Черноречье","","","","","","","","16712190","0","0","0","0","1"
"7296","2018","27","13240","1","0","0","0","0","Timear Foresees Centrifuge Constructs in your Future!","티미어의 예언: 원심력 피조물!","Timear prédit des assemblages centrifuges dans votre avenir !","Timear prophezeit Zentrifugenkonstrukte in Eurer Zukunft!","提迈尔的预言：离心构造体！","泰彌亞在你的未來預見了離心傀儡!","¡Tiemporeja ve ensamblajes de centrifugadora en tu futuro!","¡Tiemporeja ve ensamblajes de centrifugadora en tu futuro!","Времиар превидит встречу с центрифужными созданиями!","","","","","","","","16712190","0","0","0","0","1"
"7300","2019","27","13245","1","0","0","0","0","Proof of Demise: Ingvar the Plunderer","죽음의 증거: 약탈자 잉그바르","Preuve de la mort d'Ingvar le Pilleur","Beweise des Ablebens: Ingvar der Brandschatzer","死亡证明：掠夺者因格瓦尔","死亡證明:『盜掠者』因格瓦","Prueba de defunción: Ingvar el Desvalijador","Prueba de defunción: Ingvar el Desvalijador","Победный трофей: Ингвар Расхититель","","","","","","","","16712190","0","0","0","0","1"
"7315","2036","0","26723","1","13","20542","9","59900","Keristrasza","케리스트라자","Keristrasza","Keristrasza","克莉斯塔萨","凱瑞史卓莎","Keristrasza","Keristrasza","Керистраза","","","","","","","","16712190","2","0","0","0","1"
"7316","2037","0","26763","1","0","0","0","0","Anomalus","아노말루스","Anomalus","Anomalus","阿诺玛鲁斯","艾諾瑪路斯","Anomalus","Anomalus","Аномалус","","","","","","","","16712190","2","0","0","0","1"
"7317","2038","0","29309","1","0","0","0","0","Elder Nadox","장로 나독스","Ancien Nadox","Urahne Nadox","纳多克斯长老","老那杜斯","Ancestro Nadox","Ancestro Nadox","Старейшина Надокс","","","","","","","","16712190","2","0","0","0","1"
"7318","2039","0","27483","1","0","0","0","0","King Dred","랩터왕 서슬발톱","Roi Dred","König Dred","暴龙之王爵德","崔德王","Rey Dred","Rey Dred","Король Дред","","","","","","","","16712190","2","0","0","0","1"
"7319","2040","0","29305","1","0","0","0","0","Moorabi","무라비","Moorabi","Moorabi","莫拉比","慕拉比","Moorabi","Moorabi","Мураби","","","","","","","","16712190","2","0","0","0","1"
"7320","2041","0","29313","1","0","0","0","0","Ichoron","이코론","Ichoron","Ichoron","艾库隆","艾克膿","Ícoron","Ícoron","Гнойрон","","","","","","","","16712190","2","0","0","0","1"
"7321","2042","0","28587","1","0","0","0","0","Volkhan","볼칸","Volkhan","Volkhan","沃尔坎","渥克瀚","Volkhan","Volkhan","Волхан","","","","","","","","16712190","2","0","0","0","1"
"7322","2043","0","26555","1","0","0","0","0","Scourge Hulk","스컬지 괴물","Butor du Fléau","Hüne der Geißel","天灾巨人","天譴巨怪","Mole de la Plaga","Mole de la Plaga","Увалень из Плети","","","","","","","","16712190","2","0","0","0","1"
"7323","2044","0","27656","1","0","0","0","0","Ley-Guardian Eregos","지맥 수호자 에레고스","Gardien-tellurique Eregos","Leywächter Eregos","魔网守护者埃雷苟斯","地脈守護者伊瑞茍斯","Guardián-Ley Eregos","Guardián-Ley Eregos","Хранитель энергии Эрегос","","","","","","","","16712190","2","0","0","0","1"
"7324","2045","0","27656","1","0","0","0","0","Ley-Guardian Eregos","지맥 수호자 에레고스","Gardien-tellurique Eregos","Leywächter Eregos","魔网守护者埃雷苟斯","地脈守護者伊瑞茍斯","Guardián-Ley Eregos","Guardián-Ley Eregos","Хранитель энергии Эрегос","","","","","","","","16712190","2","0","0","0","1"
"7325","2046","0","27656","1","0","0","0","0","Ley-Guardian Eregos","지맥 수호자 에레고스","Gardien-tellurique Eregos","Leywächter Eregos","魔网守护者埃雷苟斯","地脈守護者伊瑞茍斯","Guardián-Ley Eregos","Guardián-Ley Eregos","Хранитель энергии Эрегос","","","","","","","","16712190","2","0","0","0","1"
"7326","2047","0","28860","1","13","19800","9","57591","Sartharion the Onyx Guardian","칠흑의 수호자 살타리온","Sartharion le Gardien d'Onyx","Sartharion der Onyxwächter","黑岩守护者萨塔里奥","『黑曜守護者』撒爾薩里安","Sartharion el Guardián ónice","Sartharion el Guardián ónice","Сартарион, Ониксовый страж","","","","","","","","16712190","2","0","0","0","1"
"7327","2048","0","28860","1","13","19800","9","57591","Sartharion the Onyx Guardian","칠흑의 수호자 살타리온","Sartharion le Gardien d'Onyx","Sartharion der Onyxwächter","黑岩守护者萨塔里奥","『黑曜守護者』撒爾薩里安","Sartharion el Guardián ónice","Sartharion el Guardián ónice","Сартарион, Ониксовый страж","","","","","","","","16712190","2","0","0","0","1"
"7328","2049","0","28860","1","0","0","0","0","Sartharion the Onyx Guardian","칠흑의 수호자 살타리온","Sartharion le Gardien d'Onyx","Sartharion der Onyxwächter","黑岩守护者萨塔里奥","『黑曜守護者』撒爾薩里安","Sartharion el Guardián ónice","Sartharion el Guardián ónice","Сартарион, Ониксовый страж","","","","","","","","16712190","2","0","0","0","1"
"7329","2050","0","28860","1","0","0","0","0","Sartharion the Onyx Guardian","칠흑의 수호자 살타리온","Sartharion le Gardien d'Onyx","Sartharion der Onyxwächter","黑岩守护者萨塔里奥","『黑曜守護者』撒爾薩里安","Sartharion el Guardián ónice","Sartharion el Guardián ónice","Сартарион, Ониксовый страж","","","","","","","","16712190","2","0","0","0","1"
"7330","2051","0","28860","1","0","0","0","0","Sartharion the Onyx Guardian","칠흑의 수호자 살타리온","Sartharion le Gardien d'Onyx","Sartharion der Onyxwächter","黑岩守护者萨塔里奥","『黑曜守護者』撒爾薩里安","Sartharion el Guardián ónice","Sartharion el Guardián ónice","Сартарион, Ониксовый страж","","","","","","","","16712190","2","0","0","0","1"
"7331","2052","0","28860","1","0","0","0","0","Sartharion the Onyx Guardian","칠흑의 수호자 살타리온","Sartharion le Gardien d'Onyx","Sartharion der Onyxwächter","黑岩守护者萨塔里奥","『黑曜守護者』撒爾薩里安","Sartharion el Guardián ónice","Sartharion el Guardián ónice","Сартарион, Ониксовый страж","","","","","","","","16712190","2","0","0","0","1"
"7332","2053","0","28860","1","0","0","0","0","Sartharion the Onyx Guardian","칠흑의 수호자 살타리온","Sartharion le Gardien d'Onyx","Sartharion der Onyxwächter","黑岩守护者萨塔里奥","『黑曜守護者』撒爾薩里安","Sartharion el Guardián ónice","Sartharion el Guardián ónice","Сартарион, Ониксовый страж","","","","","","","","16712190","2","0","0","0","1"
"7333","2054","0","28860","1","0","0","0","0","Sartharion the Onyx Guardian","칠흑의 수호자 살타리온","Sartharion le Gardien d'Onyx","Sartharion der Onyxwächter","黑岩守护者萨塔里奥","『黑曜守護者』撒爾薩里安","Sartharion el Guardián ónice","Sartharion el Guardián ónice","Сартарион, Ониксовый страж","","","","","","","","16712190","2","0","0","0","1"
"7358","1706","36","37710","1","0","0","0","0","Crashin' Thrashin' Racer Controller","우당탕 쿠당탕 자동차 조종기","Commande du Cogn'Baff de course","Steuerung für Krachbummflitzer","打架赛车控制器","暴力粉碎賽車控制器","Mando del coche de carreras triturador","Mando del coche de carreras triturador","Пульт управления болидом Бей-Молоти","","","","","","","","16712190","0","0","0","0","1"
"7359","2056","0","29310","1","0","0","0","0","Jedoga Shadowseeker","어둠추적자 제도가","Jedoga Cherchelombre","Jedoga Schattensucher","耶戈达·觅影者","潔杜佳·尋影者","Jedoga Buscasombras","Jedoga Buscasombras","Джедога Искательница Теней","","","","","","","","16712190","2","0","0","0","1"
"7361","2057","0","26631","1","0","0","0","0","Novos the Summoner","소환사 노보스","Novos l'Invocateur","Novos der Beschwörer","召唤者诺沃斯","『召喚者』諾沃司","Novos el Invocador","Novos el Invocador","Новос Призыватель","","","","","","","","16712190","2","0","0","0","1"
"7363","2058","0","29304","1","13","20573","9","55099","Slad'ran","슬라드란","Slad'ran","Slad'ran","斯拉德兰","史拉德銳","Slad'ran","Slad'ran","Слад'ран","","","","","","","","16712190","2","0","0","0","1"
"7365","1718","28","56902","100","0","0","0","0","Win Wintergrasp 100 times","겨울손아귀 승리 100회","100 victoires à Joug-d'hiver","Gewinnt in Tausendwinter 100 Mal","在冬拥湖取得100场胜利","冬握湖獲勝100次","Gana 100 veces en Conquista del Invierno","Gana 100 veces en Conquista del Invierno","Одержите 100 побед на Озере Ледяных Оков","","","","","","","","16712190","1","0","0","0","1"
"7368","2076","34","60116","0","0","0","0","0","Armored Brown Bear","무장한 불곰","Ours brun cuirassé","Gepanzerter Braunbär","装甲棕熊的缰绳","棕色裝甲熊","Oso marrón acorazado","Oso marrón acorazado","Бронированный бурый медведь","","","","","","","","16712190","2","0","0","0","1"
"7371","2077","34","59793","0","0","0","0","0","Wooly Mammoth","털북숭이 매머드","Mammouth laineux","Wollmammut","长毛猛犸象","蓬毛長毛象","Mamut lanudo","Mamut lanudo","Шерстистый мамонт","","","","","","","","16712190","2","0","0","0","1"
"7380","2078","34","61425","0","0","0","0","0","Traveler's Tundra Mammoth","여행자의 동토 매머드","Mammouth de voyage de la toundra","Tundramammut des Reisenden","旅行者的苔原猛犸象","旅者的凍原長毛象","Mamut de tundra de viajero","Mamut de tundra de viajero","Тундровый мамонт путешественника","","","","","","","","16712190","2","0","0","0","1"
